,rating_num_weights,rating_average_weight,playing_time,min_age,min_players,max_players,mechanics,categories,families
Narcos: The Board Game,27,2.963,100,18,2,5,"['Hidden Movement', 'Pick-up and Deliver', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']","['Deduction', 'Mafia', 'Movies / TV / Radio theme']","['Components: Miniatures', 'Country: Colombia', 'Mechanism: Hidden Movement', 'Players: One versus Many', 'Theme: Mystery / Crime']"
Dark Souls: The Board Game,133,3.1429,120,14,1,4,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']","['Exploration', 'Fantasy', 'Fighting', 'Medieval', 'Miniatures', 'Video Game Theme']","['Category: Dungeon Crawler', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Theme: Boss Battle', 'Video Game Theme: Dark Souls']"
The Road to Canterbury,87,2.2529,60,10,2,3,"['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Set Collection', 'Take That']","['Humor', 'Medieval', 'Religious']","['Cities: Canterbury (England, UK)', 'Country: England', 'Crowdfunding: Kickstarter']"
The Cave,100,2.52,60,10,2,5,"['Action Points', 'Modular Board', 'Set Collection', 'Tile Placement']","['Environmental', 'Exploration', 'Maze', 'Travel']",['Components: Official Music Soundtrack']
Carnival Zombie: 2nd Edition,33,3.2424,120,12,1,6,"['Action Points', 'Action Queue', 'Area Movement', 'Cooperative Game', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers']","['Action / Dexterity', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Renaissance', 'Zombies']","['Category: Tower Defense', 'Cities: Milan (Lombardy, Italy)', 'Cities: Venice (Veneto, Italy)', 'Creatures: Zombies', 'Crowdfunding: Kickstarter', 'Game: Carnival Zombie', 'Misc: LongPack Games']"
Chrononauts,429,1.8531,30,11,1,6,"['Hand Management', 'Modular Board', 'Solo / Solitaire Game']","['Bluffing', 'Card Game', 'Deduction', 'Educational', 'Political', 'Science Fiction']","['Components: 4 x 8 Grids', 'Digital Implementations: VASSAL', 'Game: Chrononauts', 'Mechanism: Card Line', 'Players: Games with Solitaire Rules', 'Theme: Alternate History', 'Theme: Time Travel']"
Yggdrasil Chronicles,41,3.0244,90,14,1,5,"['Cooperative Game', 'Map Deformation', 'Scenario / Mission / Campaign Game', 'Three Dimensional Movement', 'Turn Order: Auction', 'Variable Player Powers']",['Mythology'],"['Mechanism: Campaign Games', 'Mythology: Norse', 'Theme: Vikings']"
Dark Tower,101,1.802,90,10,1,4,"['Area Movement', 'Push Your Luck']","['Adventure', 'Electronic', 'Exploration', 'Fantasy', 'Fighting']","['Components: 3-Dimensional (3D)', 'Components: Miniatures', 'Creatures: Dragons']"
Who Goes There?,40,2.925,110,14,3,4,"['Action Points', 'Dice Rolling', 'Open Drafting', 'Role Playing', 'Semi-Cooperative Game', 'Traitor Game', 'Variable Player Powers']","['Novel-based', 'Science Fiction']","['Admin: Better Description Needed!', 'Creatures: Aliens / Extraterrestrials', 'Crowdfunding: Kickstarter', 'Movies: The Thing']"
Raxxon,28,1.9643,60,14,1,4,"['Action Points', 'Cooperative Game', 'Memory', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers']","['Horror', 'Medical', 'Memory', 'Puzzle', 'Zombies']","['Admin: Better Description Needed!', 'Creatures: Zombies', 'Players: Games with Solitaire Rules', 'Series: Crossroads (Plaid Hat Games)', 'Setting: Dead of Winter']"
Dungeons & Dragons: The Fantasy Adventure Board Game,158,2.1835,60,10,2,5,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Admin: Better Description Needed!', 'Category: Dungeon Crawler', 'Digital Implementations: VASSAL', 'Mechanism: Campaign Games', 'Setting: Dungeons & Dragons', 'Versions & Editions: Board Game Versions of Role-Playing Games']"
D100 Dungeon,28,2.7857,90,10,1,1,"['Dice Rolling', 'Paper-and-Pencil', 'Role Playing', 'Solo / Solitaire Game']","['Book', 'Dice', 'Fantasy', 'Print & Play']","['Category: Dungeon Crawler', 'Game: D100 Dungeon', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games']"
Battlefleet Gothic,113,2.9115,180,12,2,4,"['Line of Sight', 'Measurement Movement', 'Variable Player Powers']","['Miniatures', 'Science Fiction']","['Digital Implementations: VASSAL', 'Series: Specialist Games (Games Workshop)', 'Setting: Warhammer 40,000 Wargames']"
Marvel Heroes,330,3.0727,120,12,2,4,"['Action Points', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']","['Comic Book / Strip', 'Fighting', 'Miniatures']","['Comic Books: Marvel Universe', 'Theme: Superheroes']"
Super Dungeon Explore: Forgotten King,50,3.2,120,0,1,6,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Crowdfunding: Kickstarter', 'Game: Super Dungeon Explore', 'Players: Games with Solitaire Rules', 'Theme: Anime / Manga', 'Theme: Chibis']"
Advanced Heroquest,89,2.8764,120,10,1,5,"['Cooperative Game', 'Modular Board', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Category: Dungeon Crawler', 'Game: HeroQuest', 'Players: Games with Solitaire Rules', 'Setting: Warhammer Fantasy Board Games']"
Kick-Ass: The Board Game,23,2.913,90,18,1,4,"['Area Movement', 'Command Cards', 'Cooperative Game', 'Deck Construction', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Variable Player Powers']","['Comic Book / Strip', 'Miniatures', 'Science Fiction']","['Cities: New York (New York, USA)', 'Components: Miniatures', 'Theme: Superheroes']"
Galactic Emperor,207,2.9034,90,12,3,6,"['Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement', 'Variable Phase Order']","['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Mechanism: 4X', 'Misc: Made by Panda']"
Invasion from Outer Space: The Martian Game,61,2.7869,120,12,2,6,"['Dice Rolling', 'Modular Board', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['Fighting', 'Science Fiction']","['Creatures: Aliens / Extraterrestrials', 'Game: Invasion from Outer Space', 'Series: Last Night on Earth Game Engine (Flying Frog Production)', 'Space: Mars', 'Theme: Circus']"
Dreadfleet,73,2.9452,60,12,2,10,"['Dice Rolling', 'Events', 'Measurement Movement', 'Movement Points', 'Movement Template', 'Scenario / Mission / Campaign Game', 'Turn Order: Random']","['Fantasy', 'Fighting', 'Miniatures', 'Nautical', 'Pirates', 'Wargame']",['Setting: Warhammer Fantasy Board Games']
Ortus Regni,35,3.2286,50,14,2,2,"['Deck Construction', 'Player Elimination']","['Card Game', 'Medieval', 'Political']","['Admin: Better Description Needed!', 'Components: Sand Timers', 'Crowdfunding: Kickstarter', 'Digital Implementations: Steam', 'Players: Two-Player Only Games']"
Harry Potter: Death Eaters Rising,19,2.3684,90,11,2,4,"['Cooperative Game', 'Dice Rolling', 'Open Drafting', 'Push Your Luck', 'Re-rolling and Locking']","['Card Game', 'Dice', 'Fantasy', 'Movies / TV / Radio theme']","['Books: Harry Potter', 'Components: Dice with Icons', 'Series: ... Rising (The Op)']"
Call to Adventure: The Stormlight Archive,17,1.8824,60,13,1,4,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Set Collection', 'Solo / Solitaire Game', 'Storytelling']","['Card Game', 'Dice', 'Fantasy', 'Novel-based']","['Containers: Book-like', 'Game: Call to Adventure']"
Valor & Villainy: Minions of Mordak,24,2.3333,150,12,2,6,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Medieval']","['Components: Game Trayz Inside', 'Crowdfunding: Kickstarter', 'Players: One versus Many']"
Stranger Things: Upside Down,21,2.0952,60,12,2,4,['Cooperative Game'],"['Horror', 'Movies / TV / Radio theme']","['Admin: Better Description Needed!', 'Country: USA', 'Creatures: Demons', 'Creatures: Monsters', ""Decades: The 1980's"", 'States: Indiana', 'TV Shows: Stranger Things']"
Deadwood 1876,23,1.8261,40,13,2,9,"['Dice Rolling', 'Hand Management', 'Open Drafting', 'Team-Based Game']","['American West', 'Bluffing', 'Deduction', 'Dice', 'Party Game']","['Containers: Book-like', 'Country: USA', 'Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia', 'Series: Dark Cities (Facade Games)', 'Series: Thinker games for one player (Clicker Spiele)', 'States: South Dakota']"
Zombicide: Dark Side,15,2.4,60,14,1,6,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Miniatures', 'Science Fiction', 'Zombies']","['Category: Dungeon Crawler', 'Components: Miniatures', 'Creatures: Zombies', 'Crowdfunding: Kickstarter', 'Game: Zombicide']"
Resident Evil 2: The Board Game,34,2.4118,120,14,1,4,"['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game']","['Horror', 'Video Game Theme', 'Zombies']","['Admin: Better Description Needed!', 'Category: Dungeon Crawler', 'Creatures: Zombies', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Video Game Theme: Resident Evil']"
HEXplore It: The Forests of Adrimon,31,3.5161,180,12,1,7,"['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Push Your Luck', 'Role Playing', 'Storytelling', 'Tile Placement', 'Variable Player Powers']","['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Farming', 'Fighting', 'Puzzle', 'Travel']","['Crowdfunding: Kickstarter', 'Game: HEXplore It']"
Unlock!: Escape Adventures – The Elite,13,2.1538,60,10,2,6,"['Cooperative Game', 'Elapsed Real Time Ending', 'Storytelling']","['Puzzle', 'Card Game', 'Print & Play']","['Category: Escape Room Games', 'Components: Digital Hybrid – App/Website Required', 'Series: Free PnP during 2019-2020 COVID-19 Pandemic (Asmodee)', 'Series: Unlock! (Space Cowboys)']"
Car Wars,209,3.0861,45,10,2,8,"['Dice Rolling', 'Grid Movement', 'Impulse Movement', 'Modular Board', 'Movement Points', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Slide/Push', 'Square Grid', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Racing', 'Science Fiction', 'Sports', 'Wargame']","['Admin: Better Description Needed!', 'Digital Implementations: VASSAL', 'Game: Car Wars', 'Series: Pocket Box (Steve Jackson Games)', 'Theme: Traffic / Driving']"
Weimar: The Fight for Democracy,35,3.8286,360,14,4,4,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Deck, Bag, and Pool Building', 'Multi-Use Cards', 'Variable Player Powers']","['Economic', 'Political', 'Wargame']","['Country: Germany', ""Decades: The 1920's"", 'Digital Implementations: Tabletopia', 'History: The Weimar Republic', 'Interwar period (Nov. 1918 - Aug. 1939)']"
Cave Evil,51,3.5098,180,16,2,4,"['Area Movement', 'Hand Management', 'Modular Board']","['Adventure', 'Ancient', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Mature / Adult']","['Category: Dungeon Crawler', 'Digital Implementations: VASSAL', 'Theme: Villainy']"
Kings & Things,163,2.6442,180,12,2,4,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hexagon Grid', 'Modular Board', 'Secret Unit Deployment']","['Bluffing', 'Exploration', 'Fantasy', 'Humor', 'Territory Building', 'Wargame']","['Admin: Better Description Needed!', 'Animals: Birds', 'Animals: Camels', 'Animals: Dinosaurs', 'Animals: Elephants', 'Animals: Insects', 'Animals: Penguins', 'Animals: Raccoons', 'Animals: Snakes', 'Animals: Spiders', 'Animals: Squirrels', 'Animals: Tigers', 'Animals: Wolves', 'Creatures: Dragons', 'Creatures: Goblins', 'Creatures: Monsters', 'Creatures: Vampires', 'Theme: Deserts', 'Theme: Hot Air Balloons']"
Cowboy Bebop: Space Serenade,18,2.2778,90,14,1,4,"['Deck, Bag, and Pool Building']","['Card Game', 'Novel-based', 'Science Fiction', 'Space Exploration']","['Digital Implementations: Tabletopia', 'Misc: LongPack Games', 'Theme: Anime / Manga']"
Space Hulk (Second Edition),35,2.6857,90,10,2,2,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Fighting', 'Miniatures', 'Science Fiction']","['Game: Space Hulk', 'Players: Two-Player Only Games', 'Setting: Warhammer 40,000 Board Games']"
Star Trek: Five-Year Mission,44,1.75,45,10,3,7,"['Action Timer', 'Action/Event', 'Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Pattern Building', 'Re-rolling and Locking', 'Set Collection', 'Variable Player Powers']","['Dice', 'Movies / TV / Radio theme', 'Science Fiction']","['Components: Sand Timers', 'TV Shows: Star Trek (various)']"
Risk: Star Wars – Original Trilogy Edition,105,2.1143,120,10,2,5,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Variable Player Powers']","['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Game: Risk (Official)', 'Movies: Star Wars', 'Versions & Editions: Versions with IP after the original release']"
InBetween,26,2.4615,40,12,2,2,"['Area Majority / Influence', 'Hand Management', 'Once-Per-Game Abilities', 'Take That', 'Tug of War', 'Variable Player Powers']","['Card Game', 'Horror', 'Science Fiction']","['Digital Implementations: Tabletopia', 'Players: Two-Player Only Games']"
Aliens,67,2.2388,90,10,1,9,"['Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Variable Player Powers']","['Fighting', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction']","['Creatures: Aliens / Extraterrestrials', 'Digital Implementations: VASSAL', 'Mechanism: Campaign Games', 'Movies: Alien / Aliens', 'Players: Games with Solitaire Rules']"
Exit: The Game – Advent Calendar: The Silent Storm,12,1.9167,800,10,1,4,"['Cooperative Game', 'Deduction', 'Solo / Solitaire Game', 'Storytelling']","['Murder/Mystery', 'Puzzle']","['Category: Escape Room Games', 'Misc: Advent / Christmas / Jule calendar game', 'Series: Exit: The Game']"
Duel of Ages Set 1: Worldspanner,195,2.8769,120,12,2,16,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Ancient', 'Fighting', 'Post-Napoleonic', 'Science Fiction']","['Game: Duel of Ages', 'Theme: Time Travel']"
Unbroken,122,1.8033,30,13,1,1,"['Dice Rolling', 'Move Through Deck', 'Push Your Luck', 'Solo / Solitaire Game']","['Adventure', 'Fantasy', 'Horror', 'Print & Play']","['Contests: Solitaire Print & Play', 'Crowdfunding: Kickstarter', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games']"
Doctor Who: Time of the Daleks,27,2.4444,120,14,2,4,"['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Modular Board']","['Dice', 'Movies / TV / Radio theme', 'Science Fiction']","['Admin: Better Description Needed!', 'Components: Miniatures', 'Creatures: Aliens / Extraterrestrials', 'Game: Doctor Who – Time of the Daleks', 'Theme: Time Travel', 'TV Shows: Doctor Who']"
Escape the Room: Secret of Dr. Gravely's Retreat,17,1.8235,90,13,3,8,"['Cooperative Game', 'Pattern Recognition', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Party Game', 'Puzzle']","['Category: Escape Room Games', 'Series: Escape the Room (ThinkFun)']"
Ladies & Gentlemen,55,2.0909,30,14,4,10,"['Open Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Team-Based Game']","['Humor', 'Party Game', 'Post-Napoleonic', 'Real-time']",[]
Man O' War,62,2.6613,180,12,2,4,"['Dice Rolling', 'Measurement Movement', 'Variable Phase Order', 'Variable Player Powers']","['Fantasy', 'Miniatures', 'Nautical', 'Wargame']",['Setting: Warhammer Fantasy Wargames']
TIME Stories Revolution: The Hadal Project,17,2.5882,180,12,1,4,"['Cooperative Game', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Exploration', 'Science Fiction']","['Game: T.I.M.E Stories / TIME Stories', 'Game: TIME Stories Revolution – Blue Cycle', 'Misc: Limited Replayability', 'Theme: Time Travel']"
Carnival Zombie,55,3.3091,120,12,1,6,"['Action Points', 'Action Queue', 'Area Movement', 'Cooperative Game', 'Point to Point Movement', 'Variable Player Powers']","['Action / Dexterity', 'Horror', 'Renaissance', 'Zombies']","['Category: Tower Defense', 'Cities: Venice (Veneto, Italy)', 'Creatures: Zombies', 'Game: Carnival Zombie']"
Die Legenden von Andor: Chada & Thorn,45,2.1556,45,10,2,2,"['Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Fantasy']","['Game: Legends of Andor', 'Players: Two-Player Only Games', 'Series: Two-player games (Kosmos)']"
Shadows of Kilforth: A Fantasy Quest Game,24,3.2083,180,14,1,4,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']","['Card Game', 'Dice', 'Fantasy']","['Crowdfunding: Kickstarter', 'Digital Implementations: Tabletopia', 'Players: Games with Solitaire Rules', 'Setting: Kilforth']"
The World Cup Game,103,1.9806,180,10,3,16,['Tile Placement'],['Sports'],"['Admin: Better Description Needed!', 'Sports: Football / Soccer', 'Theme: FIFA World Cup']"
Call to Adventure: Epic Origins,15,2.4667,60,13,1,4,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Open Drafting', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']","['Card Game', 'Fantasy']","['Containers: Book-like', 'Crowdfunding: Kickstarter', 'Game: Call to Adventure', 'Mechanism: Tableau Building', 'Players: Expansions Adding Cooperative Play']"
Tales from the Red Dragon Inn,16,2.5625,120,14,1,4,"['Cooperative Game', 'Dice Rolling', 'Multiple Maps', 'Once-Per-Game Abilities', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Turn Order: Random', 'Variable Player Powers']","['Card Game', 'Dice', 'Exploration', 'Fantasy', 'Miniatures']","['Category: Dungeon Crawler', 'Components: Standees', 'Crowdfunding: Kickstarter', 'Game: The Red Dragon Inn', 'Players: Games with Solitaire Rules']"
